date,unit,shift,skill_code,required_skill,qualified_assigned,skill_shortfall
2025-12-26,ICU,Night,ICU_CERT,3,1,2
2025-12-26,ICU,Night,VENT,2,2,0
2025-12-26,Pediatrics,Day,PED_CERT,3,3,0
2025-12-26,Pediatrics,Evening,PED_CERT,3,3,0
2025-12-26,Pediatrics,Night,PED_CERT,3,0,3
2025-12-26,Surgery,Day,OR_CERT,4,4,0
2025-12-26,Surgery,Day,SURG_ASSIST,3,4,0
2025-12-26,Surgery,Evening,OR_CERT,3,3,0
2025-12-26,Surgery,Evening,SURG_ASSIST,2,3,0
2025-12-26,Surgery,Night,OR_CERT,1,1,0
2025-12-26,Surgery,Night,SURG_ASSIST,1,1,0
2025-12-27,Emergency,Day,ED_TRIAGE,5,5,0
2025-12-27,Emergency,Evening,ED_TRIAGE,4,5,0
2025-12-27,Emergency,Night,ED_TRIAGE,3,5,0
2025-12-27,ICU,Day,ICU_CERT,3,3,0
2025-12-27,ICU,Day,VENT,2,1,1
2025-12-27,ICU,Evening,ICU_CERT,3,2,1
2025-12-27,ICU,Evening,VENT,2,2,0
2025-12-27,ICU,Night,ICU_CERT,3,2,1
2025-12-27,ICU,Night,VENT,2,2,0
2025-12-27,Pediatrics,Day,PED_CERT,3,4,0
2025-12-27,Pediatrics,Evening,PED_CERT,3,2,1
2025-12-27,Pediatrics,Night,PED_CERT,3,2,1
2025-12-27,Surgery,Day,OR_CERT,4,3,1
2025-12-27,Surgery,Day,SURG_ASSIST,3,2,1
2025-12-27,Surgery,Evening,OR_CERT,3,2,1
2025-12-27,Surgery,Evening,SURG_ASSIST,2,2,0
2025-12-27,Surgery,Night,OR_CERT,1,1,0
2025-12-27,Surgery,Night,SURG_ASSIST,1,1,0
2025-12-28,Emergency,Day,ED_TRIAGE,4,1,3
2025-12-28,Emergency,Evening,ED_TRIAGE,4,5,0
2025-12-28,Emergency,Night,ED_TRIAGE,3,3,0
2025-12-28,ICU,Day,ICU_CERT,3,2,1
2025-12-28,ICU,Day,VENT,2,1,1
2025-12-28,ICU,Evening,ICU_CERT,3,3,0
2025-12-28,ICU,Evening,VENT,2,3,0
2025-12-28,ICU,Night,ICU_CERT,3,1,2
2025-12-28,ICU,Night,VENT,2,1,1
2025-12-28,Pediatrics,Day,PED_CERT,3,3,0
2025-12-28,Pediatrics,Evening,PED_CERT,3,3,0
2025-12-28,Pediatrics,Night,PED_CERT,3,1,2
2025-12-28,Surgery,Day,OR_CERT,4,2,2
2025-12-28,Surgery,Day,SURG_ASSIST,3,2,1
2025-12-28,Surgery,Evening,OR_CERT,3,4,0
2025-12-28,Surgery,Evening,SURG_ASSIST,2,2,0
2025-12-28,Surgery,Night,OR_CERT,1,1,0
2025-12-28,Surgery,Night,SURG_ASSIST,1,1,0
